"","id","experiment","problems","too.many.faces","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","exclude","time","main.rating","time.spent","seen.before","face"
"QTRX77458152.4","QTRX77458152","trust","no",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,50,4.692,2,"5"
"QTRX33534035.4","QTRX33534035","trust","No",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,100,6.745,2,"5"
"QTRX61990822.4","QTRX61990822","trust","no",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,60,10.174,2,"5"
"QTRX71628841.4","QTRX71628841","trust","No",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",4,100,2.46,2,"5"
"QTRX48893187.4","QTRX48893187","trust","no",0,52,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",4,30,7.622,2,"5"
"QTRX53572023.4","QTRX53572023","trust","",0,44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",4,10,38.724,1,"5"
"QTRX37812183.4","QTRX37812183","trust","",0,36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,36,7.733,2,"5"
"QTRX47189279.4","QTRX47189279","trust","no issues",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,20,7.196,2,"5"
"QTRX80205045.4","QTRX80205045","trust","no",0,32,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,67,10.91,2,"5"
"QTRX28211994.4","QTRX28211994","trust","None whatsoever",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,29,9.589,2,"5"
"QTRX16176507.4","QTRX16176507","trust","none",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",4,9,14.121,2,"5"
"QTRX87699485.4","QTRX87699485","trust","no problems",0,59,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,95,6.533,2,"5"
"QTRX52502568.4","QTRX52502568","trust","No",0,35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,62,56.255,2,"5"
"QTRX10180197.4","QTRX10180197","trust","Everything was fine, thanks!",0,35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,40,4.64,2,"5"
"QTRX37555838.4","QTRX37555838","trust","no",0,45,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,6,4.738,2,"5"
"QTRX80473170.4","QTRX80473170","trust","No.",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",4,61,5.296,2,"5"
"QTRX92298967.4","QTRX92298967","trust","No",0,34,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,0,"no",4,46,2.994,2,"5"
"QTRX21302039.4","QTRX21302039","trust","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,100,3.876,2,"5"
"QTRX77438662.4","QTRX77438662","trust","No",0,36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",4,34,145.923,2,"5"
"QTRX60356191.4","QTRX60356191","trust","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,16,3.187,2,"5"
"QTRX90223228.4","QTRX90223228","trust","no",0,26,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",4,20,13.068,2,"5"
"QTRX61142601.4","QTRX61142601","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,10,8.19,2,"5"
"QTRX51895927.4","QTRX51895927","trust","No",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,50,4.396,2,"5"
"QTRX57387763.4","QTRX57387763","trust","no",0,36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,52,15.85,2,"5"
"QTRX80098260.4","QTRX80098260","trust","The survey ran fine",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,50,6.06,2,"5"
"QTRX64745717.4","QTRX64745717","trust","",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",4,65,5.72,2,"5"
"QTRX56640858.4","QTRX56640858","trust","No.",0,46,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,50,19.203,2,"5"
"QTRX48822051.4","QTRX48822051","trust","No.",0,25,"a.No.HS",0,1,0,0,0,0,0,0,0,0,"no",4,20,8.822,2,"5"
"QTRX14656199.4","QTRX14656199","trust","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",4,0,5.308,2,"5"
"QTRX55301995.4","QTRX55301995","trust","No",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",4,15,7.47,2,"5"
"QTRX69587149.4","QTRX69587149","trust","No",0,29,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",4,19,3.902,2,"5"
"QTRX10803789.4","QTRX10803789","trust","no",0,25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,10,9.12,2,"5"
"QTRX75048209.4","QTRX75048209","trust","No I did not although it seems to be a strange survey.",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,10,18.54,2,"5"
"QTRX65168034.4","QTRX65168034","trust","no",0,26,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",4,10,12.203,2,"5"
"QTRX41957044.4","QTRX41957044","trust","no",0,55,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",4,100,9.813,2,"5"
"QTRX91904826.4","QTRX91904826","trust","No, I did not.",0,34,"b.HS.only",0,0,0,0,0,0,1,0,0,1,"no",4,100,5.185,2,"5"
"QTRX24894697.4","QTRX24894697","trust","",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",4,75,10.848,2,"5"
"QTRX96255621.5","QTRX96255621","trust","No i didnt",0,22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,69,5.673,1,"6"
"QTRX57213481.5","QTRX57213481","trust","no problems. ",0,44,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",5,7,5.249,2,"6"
"QTRX66173609.5","QTRX66173609","trust","NONE",0,26,"b.HS.only",0,0,0,0,0,0,1,0,0,0,"no",5,76,4.362,2,"6"
"QTRX20805468.5","QTRX20805468","trust","no",0,40,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",5,28,14.63,2,"6"
"QTRX52111973.5","QTRX52111973","trust","no",0,19,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",5,25,28.178,2,"6"
"QTRX92933486.5","QTRX92933486","trust","no",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,19,8.791,1,"6"
"QTRX89268711.5","QTRX89268711","trust","No",0,56,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,30,18.836,2,"6"
"QTRX83811543.5","QTRX83811543","trust","No problems. ",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,39,7.199,2,"6"
"QTRX25119885.5","QTRX25119885","trust","no",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",5,10,7.327,2,"6"
"QTRX26103177.5","QTRX26103177","trust","no",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,10,9.459,2,"6"
"QTRX73189647.5","QTRX73189647","trust","No.",0,18,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",5,3,8.544,2,"6"
"QTRX50915451.5","QTRX50915451","trust","no",0,36,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",5,15,11.24,2,"6"
"QTRX19567508.5","QTRX19567508","trust","No problems.  ",0,38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",5,60,13.694,2,"6"
"QTRX68550066.5","QTRX68550066","trust","none",0,26,"a.No.HS",0,0,0,0,0,0,0,0,1,0,"no",5,10,13.759,2,"6"
"QTRX56291655.5","QTRX56291655","trust","Confusion.",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",5,15,8.382,2,"6"
"QTRX69839277.5","QTRX69839277","trust","n/a",0,29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",5,29,3.087,1,"6"
"QTRX12511085.5","QTRX12511085","trust","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,39,8.283,2,"6"
"QTRX90560581.5","QTRX90560581","trust","",0,20,"c.2.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",5,10,8.446,2,"6"
"QTRX53435614.5","QTRX53435614","trust","Nope.",0,25,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",5,0,3.356,2,"6"
"QTRX78266396.5","QTRX78266396","trust","No I did not experience any confusion although I'm curious as to what see the faces before had to do with the study.",0,21,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",5,60,12.399,2,"6"
"QTRX65553864.5","QTRX65553864","trust","",0,18,"b.HS.only",1,0,0,0,1,0,0,0,0,0,"no",5,0,4.608,2,"6"
"QTRX17459076.5","QTRX17459076","trust","no",0,24,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",5,19,6.099,1,"6"
"QTRX78913963.5","QTRX78913963","trust","I'd already forgotten that there would be $100 for each robot, rather than $100 to wager with all robots...",0,34,"c.2.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",5,50,5.048,1,"6"
"QTRX28271331.5","QTRX28271331","trust","nope",0,29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",5,10,3.472,2,"6"
"QTRX49195675.5","QTRX49195675","trust","no",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,20,6.78,2,"6"
"QTRX91802909.5","QTRX91802909","trust","No.",0,30,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",5,25,13.397,2,"6"
"QTRX92408245.5","QTRX92408245","trust","no",0,63,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",5,75,8.28,2,"6"
"QTRX20008129.5","QTRX20008129","trust","No.",0,53,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",5,49,10.895,2,"6"
"QTRX71628841.5","QTRX71628841","trust","No",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",5,100,6.079,2,"6"
"QTRX78030518.5","QTRX78030518","trust","No",0,38,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,8,21.53,2,"6"
"QTRX24200384.5","QTRX24200384","trust","no",0,25,"c.2.Yr.Coll",0,0,0,0,0,0,1,0,0,0,"no",5,100,2.538,2,"6"
"QTRX80323912.5","QTRX80323912","trust","No",0,55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,25,33.032,2,"6"
"QTRX17284116.5","QTRX17284116","trust","No, I did not experience any confusion or technical problems within this study. ",0,22,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",5,100,6.595,2,"6"
"QTRX82014830.5","QTRX82014830","trust","no",0,31,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",5,40,5.945,2,"6"
"QTRX30179327.5","QTRX30179327","trust","No confusion or technical problems.",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",5,5,6.562,1,"6"
"QTRX14456431.5","QTRX14456431","trust","No",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",5,92,21.283,2,"6"
"QTRX77524110.5","QTRX77524110","trust","No problems, thank you.",0,41,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,15,11.263,2,"6"
"QTRX18087646.5","QTRX18087646","trust","No",0,67,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",5,50,5.874,2,"6"
"QTRX42566869.5","QTRX42566869","trust","no",0,28,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",5,40,4.913,2,"6"
"QTRX68713456.5","QTRX68713456","trust","I understood.",1,38,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",5,32,4.567,1,"6"
"QTRX21302039.5","QTRX21302039","trust","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,100,4.938,2,"6"
"QTRX77438662.5","QTRX77438662","trust","No",0,36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",5,38,3.916,2,"6"
"QTRX20221208.5","QTRX20221208","trust","I did not",0,27,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",5,47,3.969,2,"6"
"QTRX24585673.5","QTRX24585673","trust","No",0,46,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",5,70,6.354,2,"6"
"QTRX30328945.5","QTRX30328945","trust","No. ",0,34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",5,100,11.463,1,"6"
"QTRX74560709.5","QTRX74560709","trust","",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,0,9.319,2,"6"
"QTRX85632592.5","QTRX85632592","trust","No",0,25,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",5,9,6.658,2,"6"
"QTRX97905897.5","QTRX97905897","trust","No",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",5,5,14.933,2,"6"
"QTRX45116455.5","QTRX45116455","trust","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",5,70,10.092,2,"6"
"QTRX63889879.5","QTRX63889879","trust","no",0,38,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",5,8,3.567,2,"6"
"QTRX80256221.5","QTRX80256221","trust","Nope",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",5,50,20.817,1,"6"
"QTRX69587149.5","QTRX69587149","trust","No",0,29,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",5,40,23.729,2,"6"
"QTRX79833830.5","QTRX79833830","trust","No",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,51,7.15,1,"6"
"QTRX52460707.5","QTRX52460707","trust","No",0,36,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",5,40,10.75,1,"6"
"QTRX77311698.5","QTRX77311698","trust","not at all",0,47,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",5,0,70.948,2,"6"
"QTRX70286191.6","QTRX70286191","trust","no",0,46,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,25,6.314,1,"7"
"QTRX66173609.6","QTRX66173609","trust","NONE",0,26,"b.HS.only",0,0,0,0,0,0,1,0,0,0,"no",6,40,16.625,2,"7"
"QTRX46355973.6","QTRX46355973","trust","",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,0,6.933,2,"7"
"QTRX69861394.6","QTRX69861394","trust","",0,36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,10,12.643,1,"7"
"QTRX93970948.6","QTRX93970948","trust","none",0,47,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",6,10,6.243,2,"7"
"QTRX78410759.6","QTRX78410759","trust","NOPE",0,22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,30,6.29,2,"7"
"QTRX35522266.6","QTRX35522266","trust","",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",6,1,8.76,2,"7"
"QTRX95244958.6","QTRX95244958","trust","no",0,21,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"no",6,25,9.367,2,"7"
"QTRX25484725.6","QTRX25484725","trust","",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,5,12.313,2,"7"
"QTRX51999947.6","QTRX51999947","trust","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,25,13.015,2,"7"
"QTRX18302977.6","QTRX18302977","trust","Nope",0,37,"b.HS.only",0,0,0,0,0,0,0,1,0,0,"no",6,11,15.541,2,"7"
"QTRX52955841.6","QTRX52955841","trust","I experienced no errors or confusion.",0,27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,50,15.138,2,"7"
"QTRX65419860.6","QTRX65419860","trust","No",0,43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,5,18.678,2,"7"
"QTRX74974159.6","QTRX74974159","trust","Nah ",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,30,16.02,2,"7"
"QTRX38232902.6","QTRX38232902","trust","no",0,19,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",6,9,11.033,2,"7"
"QTRX88764574.6","QTRX88764574","trust","N/A",0,36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,100,11.299,2,"7"
"QTRX80346312.6","QTRX80346312","trust","not at all",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,4,8.389,1,"7"
"QTRX70829119.6","QTRX70829119","trust","nno",1,20,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",6,100,2.818,2,"7"
"QTRX78913963.6","QTRX78913963","trust","I'd already forgotten that there would be $100 for each robot, rather than $100 to wager with all robots...",0,34,"c.2.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",6,5,22.586,1,"7"
"QTRX41951235.6","QTRX41951235","trust","No",1,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,4,16.294,2,"7"
"QTRX79017804.6","QTRX79017804","trust","No",0,22,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"no",6,5,12.676,2,"7"
"QTRX76649076.6","QTRX76649076","trust","no",1,32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,6,8.877,2,"7"
"QTRX76939344.6","QTRX76939344","trust","",0,31,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",6,72,6.935,2,"7"
"QTRX49195675.6","QTRX49195675","trust","no",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,30,29.925,2,"7"
"QTRX56275953.6","QTRX56275953","trust","Some slow loading.",0,55,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,70,17.879,2,"7"
"QTRX42032396.6","QTRX42032396","trust","no",0,36,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",6,15,9.066,2,"7"
"QTRX36113205.6","QTRX36113205","trust","No",0,26,"d.4.Yr.Coll",1,0,1,0,0,0,0,0,0,0,"no",6,100,19.212,2,"7"
"QTRX87973996.6","QTRX87973996","trust","No technical problems",1,31,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"no",6,30,9.686,2,"7"
"QTRX91754431.6","QTRX91754431","trust","No",0,53,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,25,13.777,2,"7"
"QTRX48893187.6","QTRX48893187","trust","no",0,52,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,10,7.993,2,"7"
"QTRX90164418.6","QTRX90164418","trust","No. Everything worked perfectly.",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,5,31.675,2,"7"
"QTRX20587577.6","QTRX20587577","trust","no",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",6,100,2.966,2,"7"
"QTRX50692798.6","QTRX50692798","trust","No none that I know of.",1,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,100,65.418,2,"7"
"QTRX49627740.6","QTRX49627740","trust","",0,25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,30,4.467,2,"7"
"QTRX82014830.6","QTRX82014830","trust","no",0,31,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",6,10,7.089,2,"7"
"QTRX46174232.6","QTRX46174232","trust","nope",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,18,8.158,2,"7"
"QTRX96769745.6","QTRX96769745","trust","No",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,19,3.314,2,"7"
"QTRX68713456.6","QTRX68713456","trust","I understood.",1,38,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,23,9.652,2,"7"
"QTRX60682363.6","QTRX60682363","trust","No, I did not experience either during the study.",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,10,6.474,2,"7"
"QTRX60356191.6","QTRX60356191","trust","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,24,3.858,2,"7"
"QTRX70762355.6","QTRX70762355","trust","No.",0,18,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,40,8.583,2,"7"
"QTRX47493251.6","QTRX47493251","trust","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,50,6.568,2,"7"
"QTRX97905897.6","QTRX97905897","trust","No",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,5,8.464,2,"7"
"QTRX78900424.6","QTRX78900424","trust","none",0,19,"b.HS.only",0,0,0,0,0,1,0,0,0,0,"no",6,60,2.577,2,"7"
"QTRX30240796.6","QTRX30240796","trust","no",0,63,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,17,8.608,1,"7"
"QTRX45116455.6","QTRX45116455","trust","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,50,5.741,2,"7"
"QTRX56640858.6","QTRX56640858","trust","No.",0,46,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,20,31.54,2,"7"
"QTRX48822051.6","QTRX48822051","trust","No.",0,25,"a.No.HS",0,1,0,0,0,0,0,0,0,0,"no",6,20,9.444,2,"7"
"QTRX58020139.6","QTRX58020139","trust","NO",0,53,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,13,9.918,2,"7"
"QTRX84316630.6","QTRX84316630","trust","none",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,3,7.563,2,"7"
"QTRX80736060.6","QTRX80736060","trust","No",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,7,12.708,2,"7"
"QTRX69587149.6","QTRX69587149","trust","No",0,29,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",6,8,3.961,2,"7"
"QTRX63906545.6","QTRX63906545","trust","",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",6,25,7.118,2,"7"
"QTRX68937973.6","QTRX68937973","trust","No, no confusion or problems.",0,23,"Post.Grad.Degree",1,0,0,0,0,0,0,0,1,0,"no",6,27,5.539,1,"7"
"QTRX44947444.6","QTRX44947444","trust","no",0,48,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",6,75,5.671,1,"7"
"QTRX89478585.6","QTRX89478585","trust","The pictures would not load all the time. I think Qualtrics is broken",1,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",6,13,NA,2,"7"
"QTRX35174938.6","QTRX35174938","trust","Yes, the pictures sometimes didn't load properly and I had to refresh the page. It took much longer than estimated due to the slow load times and Internal Server Errors I recieved. ",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,25,5.537,2,"7"
"QTRX55787354.6","QTRX55787354","trust","no",0,74,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",6,6,19.348,2,"7"
"QTRX63759065.6","QTRX63759065","trust","no",0,49,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",6,70,12.816,2,"7"
"QTRX57213481.7","QTRX57213481","trust","no problems. ",0,44,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",7,3,5.536,2,"8"
"QTRX81445432.7","QTRX81445432","trust","no",0,53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",7,10,14.628,2,"8"
"QTRX93684193.7","QTRX93684193","trust","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",7,54,5.543,2,"8"
"QTRX16766874.7","QTRX16766874","trust","No",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",7,29,15.673,2,"8"
"QTRX25484725.7","QTRX25484725","trust","",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",7,25,6.799,2,"8"
"QTRX28942350.7","QTRX28942350","trust","I was a bit confused about the wager amount since I was supposed to have 100 but I had the option to wager up to 100 on each robot.",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",7,10,6.514,2,"8"
"QTRX18455116.7","QTRX18455116","trust","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",7,80,5.255,2,"8"
"QTRX50915451.7","QTRX50915451","trust","no",0,36,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",7,20,11.631,2,"8"
"QTRX27511874.7","QTRX27511874","trust","No.",0,31,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"no",7,5,8.307,2,"8"
"QTRX98846530.7","QTRX98846530","trust","no",0,58,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",7,30,7.407,2,"8"
"QTRX70615631.7","QTRX70615631","trust","",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",7,0,2.731,2,"8"
